"Survived","Pclass","Sex.female","Age","SibSp","Parch","Fare","FamilySize","Title","Embarked","FamilyType"
"0",1,0,0.398722284855318,0.125,0,0.0309371396359997,0.1,"Mr","S","Medium"
"0",1,0,0.35942478875644,0,0,0.0157125535690724,0,"Mr","S","Medium"
"0",0,0,0.67430790429663,0,0.111111111111111,0.150855153288159,0.1,"Mr","S","Medium"
"0",1,0,0.35942478875644,0,0,0.0157125535690724,0,"Mr","S","Medium"
"0",0,0,0.235876237003633,0.125,0,0.10364429745562,0.1,"Mr","S","Medium"
"0",1,0,0.35942478875644,0,0,0.0154115752137493,0,"Mr","S","Medium"
"0",1,1,0.486408618313917,0.125,0.555555555555556,0.0610447345183526,0.6,"Mrs","S","Big"
"0",1,1,0.110610046348491,0.375,0.222222222222222,0.0544571732393937,0.5,"Miss","S","Big"
"0",0.5,0,0.386195665789803,0.125,0.111111111111111,0.0722273881715116,0.2,"Mr","C","Medium"
"0",0,0,0.574094951772517,0.125,0,0.119405647774907,0.1,"Mr","S","Medium"
"0",1,0,0.260929475134661,0,0,0.0154685698179998,0,"Mr","S","Medium"
"0",1,0,0.0980834272829763,0.5,0.111111111111111,0.0568482139999047,0.5,"Master","Q","Big"
"0",1,0,0.373669046724289,0.125,0,0.0314251071381448,0.1,"Mr","S","Medium"
"0",0.5,0,0.398722284855318,0.25,0,0.143462445630661,0.2,"Mr","S","Medium"
"0",1,0,0.235876237003633,0,0,0.0157125535690724,0,"Mr","S","Medium"
"0",0.5,0,0.411900040060376,0,0,0,0,"Mr","S","Medium"
"0",1,0,0.348615808593261,0.125,0,0.0309371396359997,0.1,"Mr","S","Medium"
"0",0.5,0,0.298509332331204,0,0,0.0204946350900944,0,"Mr","S","Medium"
"0",1,0,0.273456094200175,0,0,0.0182499845802269,0,"Mr","S","Medium"
"0",0,0,0.530367237753499,0,0,0.0506022299724474,0,"Mr","S","Medium"
"0",1,0,0.0980834272829763,0.5,0.111111111111111,0.0568482139999047,0.5,"Master","Q","Big"
"0",0,0,0.348615808593261,0,0,0.0919330774041378,0,"Mr","S","Medium"
"0",1,0,0.511461856444945,0,0,0.0139070738111355,0,"Mr","S","Medium"
"0",1,0,0.28598271326569,0,0,0.0154115752137493,0,"Mr","S","Medium"
"0",1,1,0.0871074333930476,0.375,0.111111111111111,0.049707687947515,0.4,"Miss","S","Big"
"0",1,0,0.43630214205186,0,0,0.0157125535690724,0,"Mr","S","Medium"
"0",1,0,0.35942478875644,0,0,0.0151269925664983,0,"Mr","Q","Medium"
"0",1,0,0.235876237003633,0,0,0.0149318055656402,0,"Mr","S","Medium"
"0",0.5,0,0.323562570462232,0,0,0.0204946350900944,0,"Mr","S","Medium"
"0",0,0,0.567831642239759,0,0,0.055628295244542,0,"Mr","S","Medium"
"0",1,0,0.35942478875644,0,0,0.0142730494377443,0,"Mr","S","Medium"
"0",0,0,0.624201428034573,0.125,0,0.207727765663171,0.1,"Mr","C","Medium"
"0",1,0,0.35942478875644,0,0,0.0154115752137493,0,"Mr","S","Medium"
"0",1,0,0.273456094200175,0.125,0,0.014151057562208,0.1,"Mr","S","Medium"
"0",1,0,0.448828761117374,0.125,0,0.0303515786334255,0.1,"Mr","S","Medium"
"0",1,0,0.448828761117374,0.125,0.111111111111111,0.0471376607072172,0.2,"Mr","S","Medium"
"0",1,0,0.348615808593261,0,0,0.0152163882128912,0,"Mr","S","Medium"
"0",1,0,0.35942478875644,1,0.222222222222222,0.135752559096768,1,"Mr","S","Big"
"0",1,0,0.35942478875644,0,0,0.0157125535690724,0,"Mr","S","Medium"
"0",0.5,0,0.386195665789803,0,0,0.0204946350900944,0,"Mr","S","Medium"
"0",1,0,0.736940999624201,0,0,0.014151057562208,0,"Mr","S","Medium"
"0",1,0,0.311035951396718,0.125,0,0.0151757893167128,0.1,"Mr","S","Medium"
"0",1,0,0.348615808593261,0,0,0.018542765081514,0,"Mr","S","Medium"
"0",1,0,0.123136665414005,0.375,0.222222222222222,0.0544571732393937,0.5,"Master","S","Big"
"0",1,0,0.35942478875644,0,0,0.0152815806711778,0,"Mr","Q","Medium"
"0",1,0,0.35942478875644,0.125,0,0.0302539851329965,0.1,"Mr","Q","Medium"
"0",1,0,0.260929475134661,0,0,0.0153303774213923,0,"Mr","S","Medium"
"0",1,1,0.561568332707002,0.125,0.444444444444444,0.0544571732393937,0.5,"Mrs","S","Big"
"0",1,0,0.35942478875644,0,0,0.018542765081514,0,"Mr","S","Medium"
"0",1,0,0.448828761117374,0,0,0.0146308272103171,0,"Mr","S","Medium"
"0",1,0,0.398722284855318,0.125,0,0.0309371396359997,0.1,"Mr","S","Medium"
"0",1,0,0.273456094200175,0,0,0.0141104586660296,0,"Mr","C","Medium"
"0",1,0,0.354879118126018,0,0,0.0141104586660296,0,"Mr","C","Medium"
"0",0,0,0.586621570838031,0,0,0.101497240446182,0,"Mr","S","Medium"
"0",1,0,0.260929475134661,0,0,0.0154685698179998,0,"Mr","S","Medium"
"0",1,0,0.235876237003633,0,0,0.0159239410910016,0,"Mr","S","Medium"
"0",1,0,0.304772641863961,0,0,0.0157125535690724,0,"Mr","S","Medium"
"0",1,0,0.185769760741576,0.125,0.111111111111111,0.0141104586660296,0.2,"Mr","C","Medium"
"0",0.5,0,0.404985594388075,0.125,0,0.0586942926540201,0.1,"Mr","C","Medium"
"0",1,0,0.35942478875644,0,0,0.0154115752137493,0,"Mr","S","Medium"
"0",0,0,0.52398847551046,0.125,0,0.101497240446182,0.1,"Mr","S","Medium"
"0",0.5,0,0.67430790429663,0.125,0,0.0507486202230909,0.1,"Rev","S","Medium"
"0",1,0,0.304772641863961,0,0,0.0157125535690724,0,"Mr","S","Medium"
"0",0.5,0,0.411900040060376,0,0,0,0,"Mr","S","Medium"
"0",0.5,0,0.636728047100088,0,0,0.0244471718574698,0,"Rev","S","Medium"
"0",1,0,0.35942478875644,0.125,0,0.0314251071381448,0.1,"Mr","S","Medium"
"0",0.5,0,0.423775522986346,0.125,0,0.0409892701801888,0.1,"Mr","S","Medium"
"0",1,0,0.35942478875644,0,0,0.0154115752137493,0,"Mr","S","Medium"
"0",1,0,0.323562570462232,0,0,0.0153953746926781,0,"Mr","S","Medium"
"0",1,0,0.0855568082174621,0.5,0.111111111111111,0.0774648409655354,0.5,"Master","S","Big"
"0",1,0,0.35942478875644,0,0,0.0294732371295643,0,"Mr","S","Medium"
"0",1,1,0.23358136039083,1,0.222222222222222,0.135752559096768,1,"Miss","S","Big"
"0",1,0,0.411248903920832,0,0,0.0169080739493279,0,"Mr","C","Medium"
"0",1,0,0.235876237003633,0,0,0.0151757893167128,0,"Mr","S","Medium"
"0",0.5,0,0.411900040060376,0,0,0,0,"Mr","S","Medium"
"0",1,0,0.323562570462232,0.125,0.222222222222222,0.0401597254265421,0.3,"Mr","S","Small"
"0",1,0,0.273456094200175,0,0,0.0175668300772238,0,"Mr","S","Medium"
"0",0.5,0,0.28598271326569,0,0,0.0253743101115455,0,"Mr","S","Medium"
"0",1,0,0.35942478875644,0,0,0.0157125535690724,0,"Mr","S","Medium"
"0",1,0,0.373669046724289,0,0,0.0157125535690724,0,"Mr","S","Medium"
"0",1,1,0.110610046348491,0.375,0.222222222222222,0.0544571732393937,0.5,"Miss","S","Big"
"0",1,0,0.298509332331204,0,0,0.018542765081514,0,"Mr","S","Medium"
"0",1,0,0.022923712889891,0.5,0.111111111111111,0.0568482139999047,0.5,"Master","Q","Big"
"0",1,0,0.248402856069147,0,0,0.0157125535690724,0,"Mr","S","Medium"
"0",0,0,0.530367237753499,0,0,0.0772940523397847,0,"Dr","C","Medium"
"0",1,0,0.35942478875644,0,0,0.110272457630758,0,"Mr","S","Medium"
"0",1,0,0.35942478875644,0.125,0,0.0314251071381448,0.1,"Mr","S","Medium"
"0",1,0,0.35942478875644,0,0,0.0302539851329965,0,"Mr","Q","Medium"
"0",0,0,0.530367237753499,0,0,0,0,"Mr","S","Medium"
"0",1,0,0.636728047100088,0,0,0.0151269925664983,0,"Mr","S","Medium"
"0",1,0,0.373669046724289,0,0,0.0141104586660296,0,"Mr","C","Medium"
"0",1,0,0.35942478875644,0,0,0.0282207221450583,0,"Mr","C","Medium"
"0",0.5,0,0.486408618313917,0,0,0.0253743101115455,0,"Mr","S","Medium"
"0",1,0,0.411248903920832,0,0,0.0169080739493279,0,"Mr","C","Medium"
"0",1,0,0.135663284479519,0.625,0.222222222222222,0.0915427034024217,0.7,"Master","S","Big"
"0",1,0,0.28598271326569,0,0,0.0180060008291544,0,"Mr","S","Medium"
"0",1,0,0.549041713641488,0,0.111111111111111,0.0314251071381448,0.1,"Mr","S","Medium"
"0",0,0,0.530367237753499,0,0,0.0506022299724474,0,"Mr","S","Medium"
"0",1,0,0.43630214205186,0,0,0.013760683560492,0,"Mr","S","Medium"
"0",1,0,0.311035951396718,0,0,0.0149318055656402,0,"Mr","S","Medium"
"0",0,0,0.812100714017287,0,0,0.0518221487278102,0,"Mr","S","Medium"
"0",1,1,0.0871074333930476,0.375,0.111111111111111,0.049707687947515,0.4,"Miss","S","Big"
"0",0,0,0.586621570838031,0,0,0.0751469953303462,0,"Mr","S","Medium"
"0",1,1,0.022923712889891,0.5,0.222222222222222,0.0610447345183526,0.6,"Miss","S","Big"
"0",1,0,0.248402856069147,0,0,0.0157125535690724,0,"Mr","S","Medium"
"0",1,0,0.323562570462232,0,0,0.0153953746926781,0,"Mr","S","Medium"
"0",1,0,0.35942478875644,0.125,0,0.0471376607072172,0.1,"Mr","Q","Medium"
"0",0,0,0.530367237753499,0,0,0,0,"Mr","S","Medium"
"0",1,0,0.398722284855318,0,0,0.0163225129467538,0,"Mr","S","Medium"
"0",1,1,0.0354503319554052,0.375,0.111111111111111,0.0411356604308324,0.4,"Miss","S","Big"
"0",1,0,0.361142427658775,0,0,0.0185101688523707,0,"Mr","S","Medium"
"0",1,0,0.35942478875644,0,0,0.0154115752137493,0,"Mr","S","Medium"
"0",0,0,0.298509332331204,0,0,0.154588104679569,0,"Mr","C","Medium"
"0",1,0,0.298509332331204,0,0,0.0146308272103171,0,"Mr","S","Medium"
"0",1,0,0.323562570462232,0.125,0.222222222222222,0.0401597254265421,0.3,"Mr","S","Small"
"0",1,0,0.260929475134661,0,0,0.0164607053433613,0,"Mr","S","Medium"
"0",1,0,0.549041713641488,0,0.111111111111111,0.0314251071381448,0.1,"Mr","S","Medium"
"0",0.5,0,0.28598271326569,0,0,0.0204946350900944,0,"Dr","S","Medium"
"0",0,0,0.699361142427659,0,0,0.0599142114093829,0,"Mr","C","Medium"
"0",1,0,0.0479769510209195,0.5,0.222222222222222,0.0610447345183526,0.6,"Master","S","Big"
"0",0,0,0.567831642239759,0,0,0.055628295244542,0,"Mr","S","Medium"
"0",1,0,0.35942478875644,0,0,0.0170056674497569,0,"Mr","C","Medium"
"0",1,0,0.348615808593261,0,0,0.110272457630758,0,"Mr","S","Medium"
"0",1,0,0.19829637980709,0.125,0.111111111111111,0.0395253676737535,0.2,"Mr","S","Medium"
"0",1,0,0.35942478875644,0,0,0.0283021151244161,0,"Mr","S","Medium"
"0",1,0,0.35942478875644,0,0,0.0154115752137493,0,"Mr","S","Medium"
"0",0,0,0.549041713641488,0.25,0,0.175668300772238,0.2,"Dr","Q","Medium"
"0",1,0,0.43630214205186,0,0,0.013760683560492,0,"Mr","S","Medium"
"0",1,0,0.273456094200175,0,0,0.0182499845802269,0,"Mr","S","Medium"
"0",1,0,0.273456094200175,0,0,0.0175668300772238,0,"Mr","S","Medium"
"0",1,1,0.361142427658775,0,0.444444444444444,0.0411356604308324,0.4,"Mrs","S","Big"
"0",1,0,0.373669046724289,0,0,0.0157125535690724,0,"Mr","S","Medium"
"0",1,0,0.35942478875644,0,0,0.015102594191391,0,"Mr","Q","Medium"
"0",1,0,0.35942478875644,0,0,0.0150863936703198,0,"Mr","Q","Medium"
"0",1,0,0.35942478875644,0,0,0.0154115752137493,0,"Mr","S","Medium"
"0",1,0,0.19829637980709,0.125,0.111111111111111,0.0395253676737535,0.2,"Mr","S","Medium"
"0",1,0,0.35942478875644,0,0,0.0151269925664983,0,"Mr","Q","Medium"
"0",0,0,0.586621570838031,0,0,0.101497240446182,0,"Mr","S","Medium"
"0",0.5,0,0.411900040060376,0,0,0,0,"Mr","S","Medium"
"0",1,0,0.448828761117374,0,0,0.0154115752137493,0,"Mr","S","Medium"
"0",0,0,0.530367237753499,0,0,0.0541073981338561,0,"Mr","C","Medium"
"0",1,0,0.35942478875644,0,0,0.0165095020935758,0,"Mr","Q","Medium"
"0",1,0,0.35942478875644,0,0,0.0154115752137493,0,"Mr","S","Medium"
"0",1,0,0.35942478875644,0,0,0.0151269925664983,0,"Mr","Q","Medium"
"0",1,0,0.498935237379431,0.125,0.111111111111111,0.0302539851329965,0.2,"Mr","Q","Medium"
"0",0,0,0.874733809344858,0.125,0.111111111111111,0.13858277060921,0.2,"Sir","S","Medium"
"0",1,0,0.35942478875644,0,0,0.0169080739493279,0,"Mr","S","Medium"
"0",1,0,0.135663284479519,0.625,0.222222222222222,0.0915427034024217,0.7,"Master","S","Big"
"0",1,1,0.110610046348491,0.5,0.222222222222222,0.0610447345183526,0.6,"Miss","S","Big"
"0",1,0,0.611674808969059,0,0,0,0,"Mr","S","Medium"
"0",0.5,0,0.373669046724289,0,0,0.0204946350900944,0,"Mr","S","Medium"
"0",0.5,0,0.423775522986346,0,0,0.0253743101115455,0,"Mr","S","Medium"
"0",1,0,0.411248903920832,0.125,0.111111111111111,0.0400621319261131,0.2,"Mr","S","Medium"
"0",0.5,0,0.455092070650132,0,0.222222222222222,0.0507486202230909,0.2,"Mr","S","Medium"
"0",1,0,0.260929475134661,0,0,0.0151757893167128,0,"Mr","S","Medium"
"0",1,1,0.486408618313917,0.125,0.555555555555556,0.0610447345183526,0.6,"Mrs","S","Big"
"0",1,0,0.19829637980709,0,0,0.0179898003080832,0,"Mr","S","Medium"
"0",1,0,0.223349617938118,0.125,0,0.0126789572017367,0.1,"Mr","S","Medium"
"0",0.5,0,0.486408618313917,0,0,0.0253743101115455,0,"Mr","S","Medium"
"0",0.5,0,0.28598271326569,0.25,0.111111111111111,0.0224465050986748,0.3,"Mr","S","Small"
"0",0.5,0,0.260929475134661,0.125,0,0.0224465050986748,0.1,"Mr","S","Medium"
"0",0,0,0.586621570838031,0,0,0.0499434738445515,0,"Mr","S","Medium"
"0",1,0,0.235876237003633,0,0,0.0283021151244161,0,"Mr","S","Medium"
"0",1,1,0.361142427658775,0,0.444444444444444,0.0411356604308324,0.4,"Mrs","S","Big"
"0",1,0,0.693097832894902,0,0,0.0157125535690724,0,"Mr","S","Medium"
"0",1,0,0.35942478875644,0.125,0.222222222222222,0.0457713517012109,0.3,"Mr","S","Small"
"0",1,0,0.505198546912188,0,0,0.0151269925664983,0,"Mr","Q","Medium"
"0",1,0,0.423775522986346,0,0,0.0157125535690724,0,"Mr","S","Medium"
"0",1,0,0.022923712889891,0.375,0.111111111111111,0.0411356604308324,0.4,"Master","S","Big"
"0",1,0,0.505198546912188,0,0,0.0151269925664983,0,"Mr","Q","Medium"
"0",0.5,0,0.411900040060376,0,0,0,0,"Mr","S","Medium"
"0",1,0,0.248402856069147,0,0,0.0154685698179998,0,"Mr","S","Medium"
"0",1,0,0.223349617938118,0,0,0.0162005210712175,0,"Mr","S","Medium"
"0",1,0,0.348615808593261,0.125,0,0.0309371396359997,0.1,"Mr","S","Medium"
"0",1,0,0.323562570462232,0.125,0,0.0282127194780231,0.1,"Mr","C","Medium"
"0",1,0,0.35942478875644,0,0,0.0154115752137493,0,"Mr","C","Medium"
"0",0.5,0,0.223349617938118,0,0,0.0224465050986748,0,"Mr","S","Medium"
"0",1,1,0.110610046348491,0.5,0.222222222222222,0.0610447345183526,0.6,"Miss","S","Big"
"0",1,0,0.298509332331204,0,0,0.0146308272103171,0,"Mr","S","Medium"
"0",0,0,0.530367237753499,0,0,0.0599142114093829,0,"Mr","C","Medium"
"0",1,0,0.210822998872604,0,0,0.0169080739493279,0,"Mr","S","Medium"
"0",1,0,0.35942478875644,0.125,0,0.0302539851329965,0.1,"Mr","Q","Medium"
"0",1,0,0.52398847551046,0,0,0.0147366185647822,0,"Mr","S","Medium"
"0",1,0,0.693097832894902,0,0,0.0157125535690724,0,"Mr","S","Medium"
"0",0,0,0.386195665789803,0,0,0.0985612375792752,0,"Mr","S","Medium"
"0",1,0,0.35942478875644,1,0.222222222222222,0.135752559096768,1,"Mr","S","Big"
"0",1,0,0.76199423775523,0,0,0.0121747891785204,0,"Mr","S","Medium"
"0",0.5,0,0.235876237003633,0,0,0.0204946350900944,0,"Mr","S","Medium"
"0",1,0,0.28598271326569,0,0,0.0153303774213923,0,"Mr","S","Medium"
"0",1,1,0.23358136039083,1,0.222222222222222,0.135752559096768,1,"Miss","S","Big"
"0",0.5,0,0.423775522986346,0.125,0,0.0409892701801888,0.1,"Mr","S","Medium"
"0",1,0,0.35942478875644,0,0,0.0170056674497569,0,"Mr","C","Medium"
"0",0.5,0,0.411248903920832,0,0,0.0239592043553247,0,"Mr","S","Medium"
"0",0.5,0,0.423775522986346,0.125,0,0.0409892701801888,0.1,"Mr","S","Medium"
"0",1,0,0.28598271326569,0,0,0.0153303774213923,0,"Mr","S","Medium"
"0",1,0,0.35942478875644,0,0,0.0165095020935758,0,"Mr","Q","Medium"
"0",0,0,0.530367237753499,0,0,0.44409922370226,0,"Mr","C","Medium"
"0",1,0,0.323562570462232,0,0,0.0153953746926781,0,"Mr","S","Medium"
"0",0,0,0.699361142427659,0,0,0.0518221487278102,0,"Mr","S","Medium"
"0",1,0,0.636728047100088,0,0,0.0151269925664983,0,"Mr","S","Medium"
"0",1,0,0.273456094200175,0,0,0.0154115752137493,0,"Mr","S","Medium"
"0",0,0,0.373669046724289,0,0,0.0541643927381067,0,"Mr","C","Medium"
"0",1,0,0.298509332331204,0,0,0.0146308272103171,0,"Mr","S","Medium"
"0",1,0,0.35942478875644,0,0,0.0141022608119935,0,"Mr","C","Medium"
"0",0.5,0,0.223349617938118,0,0,0.0253743101115455,0,"Mr","S","Medium"
"0",1,0,0.323562570462232,0.125,0,0.0153303774213923,0.1,"Mr","S","Medium"
"0",0.5,0,0.311035951396718,0,0,0.0253743101115455,0,"Mr","S","Medium"
"0",1,1,0.0730301891519479,0.5,0.222222222222222,0.0610447345183526,0.6,"Miss","S","Big"
"0",0.5,0,0.348615808593261,0,0.111111111111111,0.0644117102831539,0.1,"Rev","S","Medium"
"0",1,0,0.173243141676062,0.625,0.222222222222222,0.0915427034024217,0.7,"Mr","S","Big"
"0",1,0,0.486408618313917,0.125,0.555555555555556,0.0610447345183526,0.6,"Mr","S","Big"
"0",1,0,0.35942478875644,0,0,0.0157125535690724,0,"Mr","S","Medium"
"0",1,0,0.35942478875644,0,0,0.0141022608119935,0,"Mr","C","Medium"
"0",1,0,0.323562570462232,0.125,0,0.0153303774213923,0.1,"Mr","S","Medium"
"0",0,0,0.561568332707002,0.125,0,0.162932348966251,0.1,"Mr","S","Medium"
"0",0,0,0.874733809344858,0.125,0.111111111111111,0.13858277060921,0.2,"Sir","S","Medium"
"0",1,0,0.323562570462232,0.125,0.222222222222222,0.0401597254265421,0.3,"Mr","S","Small"
"0",1,0,0.348615808593261,0.25,0,0.0154685698179998,0.2,"Mr","S","Medium"
"0",1,0,0.311035951396718,0,0,0.0154115752137493,0,"Mr","S","Medium"
"0",1,0,0.373669046724289,0,0,0.014151057562208,0,"Mr","S","Medium"
"0",1,0,0.35942478875644,0,0,0.0154115752137493,0,"Mr","S","Medium"
"0",0.5,0,0.298509332331204,0,0,0.0253743101115455,0,"Mr","S","Medium"
"0",1,0,0.398722284855318,0,0,0.0154685698179998,0,"Mr","S","Medium"
"0",1,0,0.35942478875644,0.125,0,0.0314251071381448,0.1,"Mr","S","Medium"
"0",0.5,0,0.52398847551046,0,0,0.0253743101115455,0,"Rev","S","Medium"
"0",1,0,0.0103970938243768,0.625,0.222222222222222,0.0915427034024217,0.7,"Master","S","Big"
"0",1,0,0.311035951396718,0,0,0.014151057562208,0,"Mr","S","Medium"
"0",1,0,0.35942478875644,0,0,0.0151269925664983,0,"Mr","Q","Medium"
"0",0,0,0.586621570838031,0,0,0.0499434738445515,0,"Mr","S","Medium"
"0",0.5,0,0.348615808593261,0,0,0.0263502451158357,0,"Mr","S","Medium"
"0",0.5,0,0.423775522986346,0.125,0,0.0409892701801888,0.1,"Mr","S","Medium"
"0",1,1,0.486408618313917,0,0.555555555555556,0.0568482139999047,0.5,"Mrs","Q","Big"
"0",0,0,0.52398847551046,0.125,0,0.101497240446182,0.1,"Mr","S","Medium"
"0",1,0,0.260929475134661,0,0,0.0314251071381448,0,"Mr","S","Medium"
"0",1,0,0.52398847551046,0,0.111111111111111,0.0164039059261116,0.1,"Mr","S","Medium"
"0",0,0,0.724414380558687,0,0,0.0579705392548385,0,"Mr","C","Medium"
"0",1,0,0.373669046724289,0,0,0.0141022608119935,0,"Mr","C","Medium"
"0",1,0,0.273456094200175,0,0,0.0139070738111355,0,"Mr","S","Medium"
"0",1,0,0.35942478875644,0,0,0.0141022608119935,0,"Mr","C","Medium"
"0",0,0,0.448828761117374,0,0,0.0783187840942894,0,"Mr","C","Medium"
"0",1,0,0.448828761117374,0,0,0.0146308272103171,0,"Mr","S","Medium"
"0",0,0,0.887260428410372,0,0,0.0966257632787668,0,"Mr","C","Medium"
"0",1,0,0.304772641863961,0,0,0.0157125535690724,0,"Mr","S","Medium"
"0",1,0,0.35942478875644,0,0,0.013760683560492,0,"Mr","S","Medium"
"0",1,0,0.323562570462232,0,0,0.0153953746926781,0,"Mr","S","Medium"
"0",1,0,0.348615808593261,0,0,0.018542765081514,0,"Mr","S","Medium"
"0",0,0,0.611674808969059,0.125,0.111111111111111,0.216429787722425,0.2,"Mr","C","Medium"
"0",1,0,0.812100714017287,0,0,0.0151269925664983,0,"Mr","Q","Medium"
"0",1,0,0.461355380182889,0.25,0,0.0154685698179998,0.2,"Mr","S","Medium"
"0",0,0,0.749467618689716,0,0,0.0518221487278102,0,"Col","S","Medium"
"0",0.5,0,0.311035951396718,0.125,0,0.0507486202230909,0.1,"Mr","S","Medium"
"0",1,0,0.298509332331204,0,0,0.0154115752137493,0,"Mr","S","Medium"
"0",0,0,0.461355380182889,0,0.111111111111111,0.0579705392548385,0.1,"Mr","C","Medium"
"0",1,0,0.273456094200175,0,0,0.0175668300772238,0,"Mr","S","Medium"
"0",1,0,0.298509332331204,0,0,0.0152163882128912,0,"Mr","S","Medium"
"0",1,0,0.110610046348491,0.5,0.222222222222222,0.0612643198943179,0.6,"Master","S","Big"
"0",1,0,0.348615808593261,0,0,0.0154115752137493,0,"Mr","S","Medium"
"0",1,0,0.28598271326569,0,0,0.0154115752137493,0,"Mr","S","Medium"
"0",1,0,0.549041713641488,0,0,0.0157125535690724,0,"Mr","S","Medium"
"0",1,1,0.486408618313917,0,0.555555555555556,0.0568482139999047,0.5,"Mrs","Q","Big"
"0",0,0,0.448828761117374,0.125,0,0.153904950176566,0.1,"Mr","S","Medium"
"0",1,0,0.210822998872604,0.125,0.111111111111111,0.0141104586660296,0.2,"Mr","C","Medium"
"0",0.5,0,0.348615808593261,0,0.111111111111111,0.0644117102831539,0.1,"Rev","S","Medium"
"0",1,0,0.323562570462232,0,0,0.0154115752137493,0,"Mr","S","Medium"
"0",1,0,0.210822998872604,0,0,0.0169080739493279,0,"Mr","S","Medium"
"0",1,0,0.35942478875644,0,0,0.0282207221450583,0,"Mr","C","Medium"
"0",0.5,0,0.67430790429663,0,0,0.0507486202230909,0,"Mr","S","Medium"
"0",1,0,0.567831642239759,0,0,0.0141022608119935,0,"Mr","C","Medium"
"0",1,1,0.486408618313917,0.125,0.555555555555556,0.0610447345183526,0.6,"Mrs","S","Big"
"0",1,0,0.35942478875644,0,0,0.0154115752137493,0,"Mr","S","Medium"
"0",1,0,0.28598271326569,0,0,0.0180060008291544,0,"Mr","S","Medium"
"0",1,0,0.35942478875644,0,0,0.0283021151244161,0,"Mr","S","Medium"
"0",0,0,0.812100714017287,0,0.111111111111111,0.120975341635808,0.1,"Mr","C","Medium"
"0",1,0,0.35942478875644,0,0,0.0157125535690724,0,"Mr","S","Medium"
"0",1,0,0.35942478875644,0,0,0.0141104586660296,0,"Mr","C","Medium"
"0",1,0,0.248402856069147,0,0,0.0153303774213923,0,"Mr","S","Medium"
"0",0.5,0,0.411900040060376,0,0,0.0293756436291353,0,"Mr","C","Medium"
"1",0,1,0.473881999248403,0.125,0,0.139135735382641,0.1,"Mrs","C","Medium"
"1",1,1,0.323562570462232,0,0,0.0154685698179998,0,"Miss","S","Medium"
"1",0,1,0.43630214205186,0.125,0,0.10364429745562,0.1,"Mrs","S","Medium"
"1",1,1,0.336089189527746,0,0.222222222222222,0.0217307543665284,0.2,"Mrs","S","Medium"
"1",0.5,1,0.173243141676062,0.125,0,0.0586942926540201,0.1,"Mrs","C","Medium"
"1",1,1,0.0479769510209195,0.125,0.111111111111111,0.032596229143293,0.2,"Miss","S","Medium"
"1",0,1,0.724414380558687,0,0,0.0518221487278102,0,"Miss","S","Medium"
"1",0.5,1,0.686834523362145,0,0,0.0312299201372867,0,"Mrs","S","Medium"
"1",1,1,0.35942478875644,0,0,0.0141022608119935,0,"Mrs","C","Medium"
"1",1,1,0.185769760741576,0,0,0.0156719546728939,0,"Miss","Q","Medium"
"1",1,1,0.277359316082909,0,0,0.0153791741716068,0,"Miss","Q","Medium"
"1",0,1,0.530367237753499,0.125,0,0.28598955515321,0.1,"Mrs","C","Medium"
"1",1,1,0.277359316082909,0,0,0.0151269925664983,0,"Miss","Q","Medium"
"1",1,1,0.173243141676062,0.125,0,0.0219423370754585,0.1,"Miss","C","Medium"
"1",0.5,1,0.0354503319554052,0.125,0.222222222222222,0.081157193460767,0.3,"Miss","C","Small"
"1",1,1,0.235876237003633,0,0,0.0153791741716068,0,"Miss","Q","Medium"
"1",1,1,0.277359316082909,0,0,0.0151269925664983,0,"Miss","Q","Medium"
"1",0,1,0.611674808969059,0.125,0,0.149765424262369,0.1,"Mrs","C","Medium"
"1",0.5,1,0.361142427658775,0.125,0,0.0507486202230909,0.1,"Mrs","S","Medium"
"1",0.5,1,0.260929475134661,0,0,0.0204946350900944,0,"Miss","S","Medium"
"1",0.5,1,0.0605035700864337,0.125,0.222222222222222,0.0541643927381067,0.3,"Miss","S","Small"
"1",0,1,0.473881999248403,0,0,0.156149600686434,0,"Miss","S","Medium"
"1",0.5,1,0.361142427658775,0,0,0.0204946350900944,0,"Mrs","S","Medium"
"1",1,1,0.373669046724289,0,0,0.0243495783570407,0,"Miss","S","Medium"
"1",1,1,0.277359316082909,0,0,0.01520018769182,0,"Miss","Q","Medium"
"1",0.5,1,0.210822998872604,0,0,0.0204946350900944,0,"Miss","S","Medium"
"1",1,1,0.411248903920832,0.375,0,0.0309371396359997,0.3,"Mrs","S","Small"
"1",0,1,0.28598271326569,0.375,0.222222222222222,0.513341812256651,0.5,"Miss","S","Big"
"1",0.5,1,0.423775522986346,0,0.111111111111111,0.0448930101973497,0.1,"Mrs","S","Medium"
"1",1,1,0.260929475134661,0,0,0.0149318055656402,0,"Miss","S","Medium"
"1",1,1,0.277359316082909,0.125,0,0.0471376607072172,0.1,"Miss","Q","Medium"
"1",0.5,1,0.404985594388075,0,0,0.0253743101115455,0,"Miss","S","Medium"
"1",1,1,0.0871074333930476,0.125,0.111111111111111,0.0436404952128436,0.2,"Miss","C","Medium"
"1",0.5,1,0.361142427658775,0.125,0,0.0507486202230909,0.1,"Mrs","S","Medium"
"1",0,1,0.235876237003633,0,0.222222222222222,0.0513015849965218,0.2,"Miss","S","Medium"
